Percent Change,High Percent,Low Percent,Day,Month,Year,DayOfWeek,Y
1.053619774,1.007673554,0.954011295,4,3,2,6,1.001201459
1.001131301,1.007988998,0.988217981,5,3,2,0,0.992545354
0.991108736,1.000194446,0.920259497,6,3,2,1,0.943513461
0.952696611,1.011132758,0.874116337,7,3,2,2,0.918721588
0.919445218,1.020008677,0.911842756,8,3,2,3,0.938379731
0.938571443,1.012750083,0.897773573,9,3,2,4,0.990872832
0.990786828,1.030793603,0.94302424,10,3,2,5,0.950717215
0.947483779,1.113075743,0.975286869,11,3,2,6,1.091317194
1.09202721,1.037374945,0.923268105,12,3,2,0,0.9582206
0.958356929,1.037565518,0.971155635,13,3,2,1,1.001772681
1.001772681,1.021682378,0.869315885,14,3,2,2,0.896853051
0.896809359,1.026406178,0.936846849,15,3,2,3,1.006601544
1.006589364,1.041201312,0.959440001,16,3,2,4,1.003012959
0.991977542,1.017906807,0.946596731,17,3,2,5,0.960587948
0.960380581,1.0521262,0.930155464,18,3,2,6,1.041660316
1.041622212,1.06065188,0.99107415,19,3,2,0,1.050713946
1.050384714,1.049395758,0.966647706,20,3,2,1,1.034652488
1.034629271,1.029285041,0.984594498,21,3,2,2,0.999270679
0.999023832,1.021620225,0.954558217,22,3,2,3,0.980064468
0.979963386,1.021970591,0.951898502,23,3,2,4,1.021947669
1.022004974,1.010260953,0.955849865,24,3,2,5,0.958518834
0.958709475,1.015194582,0.981647191,25,3,2,6,0.991121872
0.99121545,1.004920935,0.92823932,26,3,2,0,0.960998348
0.961352372,1.008813601,0.952629964,27,3,2,1,0.957675075
0.957834653,1.039395104,0.993784442,28,3,2,2,1.019466872
1.019505318,1.003205451,0.874258347,29,3,2,3,0.896168544
0.896570796,1.021829959,0.925887499,30,3,2,4,0.960924794
0.961317369,1.053234157,0.992474294,31,3,2,5,1.0119157
1.012046963,1.015650445,0.930970875,1,4,2,6,0.983585768
0.98361459,1.043352771,0.994461863,2,4,2,0,1.035602309
1.035426495,1.063971587,0.995146593,3,4,2,1,1.050515055
1.050458456,1.001225787,0.906126243,4,4,2,2,0.917171799
0.917144858,1.016082365,0.968246508,5,4,2,3,0.996078547
0.996328227,1.011203326,0.96162861,6,4,2,4,0.976502499
0.976531981,1.067537173,0.99873198,7,4,2,5,1.042448487
1.042478678,1.030046772,0.999710393,8,4,2,6,1.018042543
1.018795523,1.02228634,0.942791762,9,4,2,0,0.96392683
0.964026323,1.017235279,0.983634594,10,4,2,1,1.010644885
1.010762834,1.019400198,0.994573779,11,4,2,2,1.015534745
1.015709785,1.150259216,0.973575747,12,4,2,3,1.13833958
1.138382663,1.037984584,0.978516192,13,4,2,4,0.995016968
0.995483733,1.03663621,0.993435643,14,4,2,5,1.014357948
1.014383293,1.050833271,1,15,4,2,6,1.044849212
1.044674312,1.006062998,0.945743943,16,4,2,0,0.965057042
0.965057042,1.01260223,0.973085502,17,4,2,1,0.98
0.979987608,1.040348992,0.99833091,18,4,2,2,1.034127837
1.034203705,1.015246363,0.993605575,19,4,2,3,1.013669153
1.013852549,1.076444412,0.99182374,20,4,2,4,1.069305259
1.069305259,1.018123379,0.971523627,21,4,2,5,1.00632683
1.006383219,1.011060559,0.982394998,22,4,2,6,0.986899906
0.987191268,1.021761093,0.997275606,23,4,2,0,1.016289603
1.016278251,1.087359121,0.998246339,24,4,2,1,1.077362137
1.077328627,1.01120788,0.909082426,25,4,2,2,0.919968896
0.920114049,1.04835202,0.976933912,26,4,2,3,1.046481492
1.046008226,1.011149653,0.96093851,27,4,2,4,0.963168441
0.963157668,1.05459243,0.994933339,28,4,2,5,1.046036149
1.04601378,1.022764697,0.981886615,29,4,2,6,1.00672569
1.006800539,1.004343763,0.970220268,30,4,2,0,0.981870898
0.981870898,1,0.957372013,1,5,2,1,0.981590248
0.981795762,1.020811299,0.990646483,2,5,2,2,1.018332452
1.018442623,1.06114104,0.992124792,3,5,2,3,1.054682936
1.054455767,1.005468013,0.979625754,4,5,2,4,0.995999015
0.996091346,1.02917761,0.998125547,5,5,2,5,1.014830836
1.015459086,1.009949694,0.958122033,6,5,2,6,0.979390645
0.978853097,1.002538571,0.953694398,7,5,2,0,0.977256479
0.971277885,1.003253715,0.968625652,8,5,2,1,0.981064445
0.980904426,1.019902337,0.977498396,9,5,2,2,1.013507488
1.013518363,1.007951326,0.967186025,10,5,2,3,0.96850588
0.968538072,1.000299136,0.926168846,11,5,2,4,0.93156437
0.931708398,1.028122622,0.973185407,12,5,2,5,1.005933695
1.009453482,1.031723033,0.981258319,13,5,2,6,1.024077935
1.024066155,1.021269009,0.955333931,14,5,2,0,0.997779925
0.997768422,1.019379756,0.972619322,15,5,2,1,0.977288448
0.977288448,1.002288545,0.957897841,16,5,2,2,0.984357674
0.984381267,1.013673513,0.961376219,17,5,2,3,0.966253625
0.966421398,1.025941174,0.984549378,18,5,2,4,1.022481524
1.022357522,1.017514282,0.988901961,19,5,2,5,1.000048516
0.999902968,1.040818059,0.992818933,20,5,2,6,1.034583146
1.034643797,1.002473768,0.981945014,21,5,2,0,0.985204291
0.985262911,1.001273234,0.949487137,22,5,2,1,0.952664271
0.952628573,1.005208789,0.93278539,23,5,2,2,0.938368912
0.938368912,1.0298577,0.970861121,24,5,2,3,1.010729071
1.010862186,1.007835236,0.96861955,25,5,2,4,0.984698245
0.984803592,1.018827305,0.980343652,26,5,2,5,0.984328408
0.984408638,1.006778142,0.987177223,27,5,2,6,1.000652006
1.000733506,1.010804501,0.962442143,28,5,2,0,0.966337736
0.966337736,1.058109646,0.993047069,29,5,2,1,1.048937396
1.04914809,1.012852782,0.978257377,30,5,2,2,0.990748675
0.990842393,1.028523943,0.99381148,31,5,2,3,1.01375527
1.013741758,1.014381873,0.983112296,1,6,2,4,1.003772076
1.003772076,1.021737398,0.991647634,2,6,2,5,1.015376852
1.015376852,1.016791777,0.995383569,3,6,2,6,1.010815264
1.010815264,1.003958961,0.966245326,4,6,2,0,0.97088999
0.971291061,1.022004955,0.984495298,5,6,2,1,1.016530357
1.016530357,1.008858023,0.983345345,6,6,2,2,1.003865557
1.003865557,1.012230779,0.999569247,7,6,2,3,1.00480355
1.004816604,1.00163681,0.981683316,8,6,2,4,0.990153159
0.990153159,1.008777109,0.98310177,9,6,2,5,0.986053712
0.986053712,1.000066527,0.887210942,10,6,2,6,0.901447617
0.901460922,1.020014169,0.98258354,11,6,2,0,1.016339001
1.016339001,1.000188792,0.94047256,12,6,2,1,0.952409997
0.952453565,1.010078524,0.934527712,13,6,2,2,0.962460929
0.962460929,1.063241608,0.995453321,14,6,2,3,1.053039304
1.053070988,1.001278715,0.962150046,15,6,2,4,0.964346426
0.964301295,1.024056162,0.991887676,16,6,2,5,1.014945398
1.014945398,1.013403425,0.991745827,17,6,2,6,0.993006241
0.993036982,1.051698785,0.992322576,18,6,2,0,1.040136212
1.040136212,1.01781303,0.994300426,19,6,2,1,1.004851335
1.004836453,1.0089451,0.97375709,20,6,2,2,1.00194008
1.001999319,1.004685329,0.989550386,21,6,2,3,0.994413078
0.994442638,1.001709224,0.885080705,22,6,2,4,0.900047561
0.899973247,1.033657022,0.9963007,23,6,2,5,1.018513014
1.018612102,1.013035231,0.937969163,24,6,2,6,0.997843675
0.997924739,1.028610421,0.991324268,25,6,2,0,1.01649039
1.01653913,1.001726094,0.968530742,26,6,2,1,0.972062843
0.971903019,1.017463946,0.990840473,27,6,2,2,1.012135962
1.012135962,1.003818096,0.951112122,28,6,2,3,0.955905051
0.95585631,1.068279168,0.989002584,29,6,2,4,1.05610892
1.056125918,1.045884701,0.998487141,30,6,2,5,1.02985483
1.029790453,1.007282957,0.982214582,1,7,2,6,0.995045714
0.99227944,1.052117623,0.988329055,2,7,2,0,1.042588713
1.042446961,1.008763183,0.984120509,3,7,2,1,0.984120509
0.984165836,1.040022721,0.989023304,4,7,2,2,1.01298781
1.012926402,1.014489239,0.980009094,5,7,2,3,0.992194604
0.992194604,1.014007485,0.986527152,6,7,2,4,1.010876041
1.010876041,1.028438884,0.986913882,7,7,2,5,1.022334044
1.022318933,1.002749283,0.989490644,8,7,2,6,0.992520767
0.992565111,1.011719855,0.988473738,9,7,2,0,0.992851931
0.993045524,1.002759283,0.943479695,10,7,2,1,0.945834083
0.945834083,1.016251268,0.998319381,11,7,2,2,1.01298516
1.01298516,1.000046955,0.952998075,12,7,2,3,0.978322455
0.978353759,1.0132783,0.982994177,13,7,2,4,0.996704422
0.996592436,1.013484228,0.994060519,14,7,2,5,1.004061321
1.004061321,1.023150221,0.997394001,15,7,2,6,1.017282727
1.017266739,1.060727981,0.997061042,16,7,2,0,1.057694726
1.057679009,1.10749205,0.990519778,17,7,2,1,1.087996672
1.087937234,1.035456731,0.990125109,18,7,2,2,1.008468094
1.008509069,1.023632498,0.987120627,19,7,2,3,1.012676228
1.012689771,1.027548946,0.975179202,20,7,2,4,0.981518134
0.981504761,1.016554712,0.984221929,21,7,2,5,1.009455943
1.009496818,1.022445674,0.991186395,22,7,2,6,1.000445404
1.000458901,1.053585883,0.995521019,23,7,2,0,1.041902758
1.041916248,1.097978791,0.997254988,24,7,2,1,1.088552524
1.088280613,1.009482564,0.959214268,25,7,2,2,0.972492237
0.972516032,1.015953217,0.96171962,26,7,2,3,0.971017507
0.971005273,1.042447303,0.9837972,27,7,2,4,1.031561441
1.031485845,1.005777593,0.986637025,28,7,2,5,1.005777593
1.005460009,1.005333171,0.985640527,29,7,2,6,0.998068396
0.99795906,1.00575797,0.958574263,30,7,2,0,0.99542284
0.995337626,1.00001223,0.935595127,31,7,2,1,0.945330463
0.94522039,1.003195963,0.963861034,1,8,2,2,0.984201333
0.984201333,1.012489483,0.982146613,2,8,2,3,0.990692049
0.990692049,1,0.967872499,3,8,2,4,0.98452678
0.984513509,1.008801844,0.936756123,4,8,2,5,0.945463613
0.945423176,1.010493299,0.982021671,5,8,2,6,1.001867693
1.001967494,1.016477418,0.975056205,6,8,2,0,0.98801901
0.98801901,1.029682009,0.963462757,7,8,2,1,0.96850337
0.968546575,1,0.912805567,8,8,2,2,0.934336525
0.934351395,1.053551252,0.986202397,9,8,2,3,1.0405971
1.0407085,1.004694549,0.924137931,10,8,2,4,0.94079058
0.940867039,1.051488753,0.976758549,11,8,2,5,1.012807177
1.012888441,1.035445516,0.99000337,12,8,2,6,1.012981178
1.012981178,1.033438936,0.975700935,13,8,2,0,0.99086013
0.99086013,1,0.942928397,14,8,2,1,0.989592825
0.989592825,1.065038286,0.998012988,15,8,2,2,1.010775096
1.010775096,1.034202241,0.998865253,16,8,2,3,1.007959213
1.007959213,1.043604421,0.997637433,17,8,2,4,1.043604421
1.043620277,1.006776262,0.956501261,18,8,2,5,0.969202954
0.969202954,1.024407832,0.990108322,19,8,2,6,1.016052421
1.014908059,1.00651818,0.966281548,20,8,2,0,0.968165951
0.968165951,1.034460203,0.998292944,21,8,2,1,1.034157081
1.034157081,1.055320724,0.972632748,22,8,2,2,0.981086668
0.981132949,1.029921854,0.999889935,23,8,2,3,1.025362034
1.025362034,1.030669202,0.992578053,24,8,2,4,1.024412685
1.024443354,1.015387839,0.996212915,25,8,2,5,1.008113044
1.008128012,1.023430192,0.975975887,26,8,2,6,0.996703737
0.996703737,1.028334351,0.990719085,27,8,2,0,1.027544803
1.027544803,1.033649385,0.994722802,28,8,2,1,1.0256611
1.0256611,1.006615215,0.979094224,29,8,2,2,0.993568541
0.993582676,1.002987538,0.967108633,30,8,2,3,0.994949639
0.994949639,1.012368274,0.95771909,31,8,2,4,1.005733732
1.005533552,1.03297594,0.998293612,1,9,2,5,1.022353677
1.022353677,1.020195838,0.989943808,2,9,2,6,1.014507066
1.013936798,1.005610579,0.985321957,3,9,2,0,0.996488244
0.996488244,1.020057267,0.995911456,4,9,2,1,1.015597038
1.015597038,1.004066418,0.907055236,5,9,2,2,0.909088445
0.909088445,1.003891573,0.944981213,6,9,2,3,0.971253057
0.971267967,1.004068098,0.969619748,7,9,2,4,0.98108718
0.98108718,1.01461453,0.959536216,8,9,2,5,0.967672785
0.967672785,1.040150057,0.994259658,9,9,2,6,1.008764129
1.008764129,1.019235393,0.999807646,10,9,2,0,1.013224333
1.013176244,1.011248754,0.979258626,11,9,2,1,0.995759963
0.995759963,1.009469486,0.985795771,12,9,2,2,1.007006784
1.007006784,1.083512149,0.999968444,13,9,2,3,1.022862102
1.022862102,1.014885314,0.989078962,14,9,2,4,1.000123402
0.999953724,1.012387005,0.998102613,15,9,2,5,1.005615031
1.005615031,1.000276116,0.982696733,16,9,2,6,0.997116122
0.997116122,1.005122919,0.956262884,17,9,2,0,0.961801175
0.961801175,1.021897343,0.996305123,18,9,2,1,1.014411619
1.014411619,1.021554715,0.968858404,19,9,2,2,1.007631662
1.007631662,1.023018903,0.993114672,20,9,2,3,1.015460691
1.015726715,1.044616309,0.999830532,21,9,2,4,1.042490256
1.042490256,1.009842316,0.980610933,22,9,2,5,0.994517268
0.994517268,1.008886115,0.990608654,23,9,2,6,0.99621077
0.997577865,1.002204579,0.97703067,24,9,2,0,0.980754621
0.981722849,1,0.906897703,25,9,2,1,0.977923103
0.977604467,1.016902064,0.990858296,26,9,2,2,1.003895701
1.003212789,1.042483407,0.994600616,27,9,2,3,1.034887139
1.034345653,1.018472262,0.977997816,28,9,2,4,0.992566223
0.99225212,1.002185743,0.974449419,29,9,2,5,0.995477773
0.995477773,1.010599797,0.989339633,30,9,2,6,1.004739624
1.004739624,1.005953099,0.915224861,1,10,2,0,0.995930793
0.995930793,1.005674768,0.913244151,2,10,2,1,0.991177628
0.991177628,1.002076368,0.981633307,3,10,2,2,0.993572421
0.993786165,1.022091809,0.996712346,4,10,2,3,1.011522153
1.011522153,1.014899304,0.992922451,5,10,2,4,1.008338143
1.008338143,1.003373951,0.986639755,6,10,2,5,0.993553343
0.993553343,1.005700165,0.98900899,7,10,2,6,1.002228522
1.002228522,1.01338678,0.99680835,8,10,2,0,1.008864015
1.008864015,1.001394386,0.991558714,9,10,2,1,0.99718124
0.997151253,1.000436051,0.981264848,10,10,2,2,0.995098187
0.995098187,1.000679964,0.937775763,11,10,2,3,0.942747053
0.942762164,1.016925247,0.994807027,12,10,2,4,1.00835043
1.00835043,1.006040087,0.998648928,13,10,2,5,1.00483207
1.004816175,1.010962415,0.996583144,14,10,2,6,1.000822577
1.000822577,1.163052412,0.995795663,15,10,2,0,1.058955554
1.060947082,1.018517967,0.990018473,16,10,2,1,0.998942256
1.000968357,1.004018515,0.987929572,17,10,2,2,0.995192665
0.995713584,1.006905726,0.976158802,18,10,2,3,0.982660947
0.983004738,1.004075178,0.989431908,19,10,2,4,0.990207408
0.990161791,1.012592718,0.997573598,20,10,2,5,1.009290969
1.009859177,1.010219134,0.998798644,21,10,2,6,1.0010797
1.0010797,1.004511621,0.991873006,22,10,2,0,0.995868145
0.996293483,1.002287073,0.991141402,23,10,2,1,0.9954411
0.995822279,1.009584762,0.998683244,24,10,2,2,0.999923444
1.000199045,1.001882893,0.993723689,25,10,2,3,0.996096441
0.996096441,1.009758721,0.998693714,26,10,2,4,1.000461042
1.000461042,1.003686636,0.994423963,27,10,2,5,0.997572965
0.997634409,1.001170203,0.994857266,28,10,2,6,0.99869122
0.99869122,1.001896363,0.97292672,29,10,2,0,0.976704029
0.976966128,1.021020405,0.996812221,30,10,2,1,0.998264081
0.998611265,1.012294758,0.988922075,31,10,2,2,1.006005152
1.006005152,1.008781162,0.998162082,1,11,2,3,1.005435209
1.005435209,1.006843215,0.998500117,2,11,2,4,1.003780955
1.003749707,1.000778271,0.987812281,3,11,2,5,0.994038447
0.994038447,1.019213304,0.995850427,4,11,2,6,1.014406063
1.014406063,1.001698003,0.99282208,5,11,2,0,0.997144268
0.997252323,1.007615628,0.997089963,6,11,2,1,1.006563061
1.006609498,1.014024081,0.99983085,7,11,2,2,1.009564669
1.009564669,1.001827792,0.98492072,8,11,2,3,0.986093552
0.986063089,1.003444654,0.987055516,9,11,2,4,0.990453829
0.990438382,1.007766809,0.999968808,10,11,2,5,1.002370592
1.002370592,1.003827543,0.989404241,11,11,2,6,1.002956232
1.002785082,1.004794414,0.994476338,12,11,2,0,0.99844841
0.99844841,1.004941725,0.992494172,13,11,2,1,0.999098679
0.999052059,1.003795362,0.874053104,14,11,2,2,0.908771329
0.910575682,1.004185173,0.919730099,15,11,2,3,0.976921763
0.97770755,1.004228182,0.967886783,16,11,2,4,0.984747095
0.984747095,1.001650048,0.986728647,17,11,2,5,0.997445087
0.997303148,1.019017968,0.999021526,18,11,2,6,1.00663583
1.007009429,1.000370999,0.853490919,19,11,2,0,0.862801215
0.862765882,1.026578753,0.874825948,20,11,2,1,0.926488656
0.926161029,1.048795048,0.971258015,21,11,2,2,1.025580367
1.027282777,1.010610365,0.93549845,22,11,2,3,0.9375
0.93855458,1.021715701,0.968538604,23,11,2,4,1.008507418
1.008346901,1.022127214,0.869056012,24,11,2,5,0.891547086
0.891524344,1.070938449,0.927020891,25,11,2,6,1.036196209
1.03589011,1.029056883,0.906131495,26,11,2,0,0.944841172
0.94565378,1.020909825,0.960289561,27,11,2,1,1.006822384
1.006796344,1.135888682,1,28,11,2,2,1.103196772
1.103222636,1.040933068,0.970718556,29,11,2,3,1.007267612
1.007337944,1.010193632,0.920336064,30,11,2,4,0.940164774
0.939932042,1.064476193,0.982271523,1,12,2,5,1.038997697
1.038997697,1.028573471,0.978337543,2,12,2,6,0.991468471
0.99144464,1.004014134,0.922986323,3,12,2,0,0.936903589
0.93740836,1.04692428,0.976768635,4,12,2,1,1.015026026
1.01492346,1.004042344,0.951264496,5,12,2,2,0.952881433
0.952830904,1.030704778,0.929548709,6,12,2,3,0.930317654
0.9303972,1.033543276,0.926729174,7,12,2,4,0.975291402
0.975319901,1.024953978,0.965111183,8,12,2,5,1.002366829
1.002337609,1.07209282,0.99822173,9,12,2,6,1.039996502
1.03982159,1.01555973,0.956769183,10,12,2,0,0.970170176
0.97014214,1.00736909,0.968067275,11,12,2,1,0.984770547
0.979713328,1.035396142,0.996814347,12,12,2,2,1.02238806
1.022417556,1.002365703,0.947666032,13,12,2,3,0.956465293
0.956494143,1.006394402,0.964921276,14,12,2,4,0.979610303
0.979610303,1.010622575,0.978200628,15,12,2,5,0.994119096
0.994088306,1.023663507,0.999163724,16,12,2,6,1.005977823
1.006101716,1.107471601,0.998399163,17,12,2,0,1.085521657
1.085490872,1.044554736,0.980402723,18,12,2,1,1.040272263
1.040300624,1.069954472,0.994384014,19,12,2,2,1.005179793
1.005207055,1.122884574,0.994196138,20,12,2,3,1.105445867
1.1052289,1.019115626,0.929255006,21,12,2,4,0.944959757
0.944959757,1.032797528,0.987743125,22,12,2,5,1.02947363
1.029447662,1.018363898,0.984940595,23,12,2,6,0.994980198
0.995005423,1.06685258,0.999340854,24,12,2,0,1.020687033
1.020560274,1.001266892,0.913280008,25,12,2,1,0.934643283
0.934717806,1.02102158,0.978074838,26,12,2,2,1.00821197
1.008132242,1.00769758,0.938682976,27,12,2,3,0.945563347
0.94561607,1.087312871,0.993978423,28,12,2,4,1.076524212
1.076524212,1.009840481,0.957116221,29,12,2,5,0.959912989
0.960275533,1.034922604,0.993069414,30,12,2,6,1.028801036
1.028828003,1.001179523,0.959031218,31,12,2,0,0.972294304
0.972320516,1.028251786,0.987842027,1,1,3,1,1.026930853
1.027011727,1.022337717,0.989080505,2,1,3,2,1.016825472
1.016904218,1.000438812,0.968741127,3,1,3,3,0.9757363
0.97583955,1.011479963,0.983996826,4,1,3,4,1.005872239
1.005898691,1.011544125,0.991111812,5,1,3,5,0.995424424
0.995503313,1.065615342,0.992815067,6,1,3,6,1.057690784
1.057743614,1.005918637,0.985315786,7,1,3,0,0.99540494
0.995379967,1.021250439,0.989286969,8,1,3,1,0.996286818
0.996286818,1.010878872,0.996600353,9,1,3,2,1.00176278
1.001989423,1.007238181,0.89524743,10,1,3,3,0.905702581
0.905602051,1.014542225,0.98884356,11,1,3,4,1.003663309
1.003691061,1.004783498,0.984709396,12,1,3,5,0.994635846
0.994663496,1.005643121,0.965501904,13,1,3,6,0.970227671
0.970283268,1.052028421,1,14,1,3,0,1.042316067
1.042144167,1.006405498,0.974762887,15,1,3,1,0.981800687
0.981608247,1.020584776,0.997423402,16,1,3,2,1.004873131
1.004901137,1.013544773,0.990719322,17,1,3,3,1.010674173
1.010646303,1.000441221,0.986046383,18,1,3,4,0.994291702
0.994346855,1.030340008,0.999528537,19,1,3,5,1.01996783
1.0195241,1.006229258,0.95313095,20,1,3,6,0.963576519
0.963685327,1.00527846,0.989471307,21,1,3,0,0.998306376
0.998362831,1.020074076,0.97972801,22,1,3,1,1.012214086
1.012214086,1.007876875,0.986788079,23,1,3,2,0.994804614
0.994776682,1.007188184,0.993906891,24,1,3,3,1.003622171
1.003622171,1.002322133,0.991019221,25,1,3,4,0.999356517
0.999356517,1.022536394,0.995548712,26,1,3,5,0.999692049
0.999692049,1.00344451,0.982721443,27,1,3,6,0.995715366
0.995771374,1.001518646,0.95497497,28,1,3,0,0.968220935
0.968220935,1.002120367,0.978331591,29,1,3,1,0.991867085
0.991808993,1.018860189,0.994025655,30,1,3,2,1.013295847
1.013295847,1.007138728,0.990462428,31,1,3,3,0.993410405
0.993554913,1.013962824,0.993484015,1,2,3,4,1.008784943
1.008784943,1.013437527,0.994203985,2,2,3,5,1.00997722
1.009919548,1.001570397,0.979727608,3,2,3,6,0.987665249
0.987636696,1.005984389,0.99366869,4,2,3,0,1.001098583
1.001156404,1.006612763,0.99633266,5,2,3,1,1.001559342
1.001588218,1.002738936,0.975609053,6,2,3,2,0.981490558
0.981663543,1.004963435,0.995712062,7,2,3,3,0.9978854
0.997767923,1.095310982,0.995643599,8,2,3,4,1.077826509
1.077797074,1.003741534,0.992243828,9,2,3,5,0.999945379
0.999836137,1.005353728,0.988008741,10,2,3,6,1.004916689
1.00486206,1.000625204,0.985049473,11,2,3,0,0.987224095
0.987224095,1.006773501,0.989702076,12,2,3,1,1.000055069
1.000055069,1.008672907,0.990969163,13,2,3,2,0.994355727
0.994355727,1.003599612,0.991333241,14,2,3,3,0.994766717
0.994766717,1.015504092,0.996882481,15,2,3,4,1.003368034
1.003368034,1.01031986,0.998612922,16,2,3,5,1.003356729
1.003356729,1.020211236,0.997539261,17,2,3,6,1.013105508
1.013105508,1.065362153,0.997516511,18,2,3,0,1.063260739
1.063369903,1.024997434,0.991607638,19,2,3,1,1.004593984
1.004593984,1.017704315,0.991543826,20,2,3,2,1.014843012
1.014740822,1.009944612,0.984189325,21,2,3,3,0.991087613
0.991289023,1.011606644,0.998552344,22,2,3,4,1.007060497
1.007060497,1.047261172,0.993493393,23,2,3,5,1.039140523
1.039165742,1.017886179,0.907341342,24,2,3,6,0.91134571
0.911467055,1.030620124,0.999494102,25,2,3,0,1.020768432
1.02071518,1.003130299,0.984739794,26,2,3,1,0.993948089
0.993948089,1.006849854,0.971550797,27,2,3,2,1.00112852
1.00112852,1.018114612,0.991794684,28,2,3,3,1.000524301
1.000550516,1.010244452,0.999921398,1,3,3,4,1.001362434
1.001362434,1.005573144,0.989978806,2,3,3,5,1.00031398
1.000340145,1.003504917,0.991237707,3,3,3,6,0.996416614
0.996468927,1.004908523,0.966427803,4,3,3,0,0.975378639
0.975378639,1.042331602,0.997255039,5,3,3,1,1.038025781
1.038025781,1.007803588,0.989500156,6,3,3,2,1.001503681
1.001529607,1.011467474,0.996065336,7,3,3,3,1.003106314
1.003106314,1.013909318,0.983381074,8,3,3,4,0.997625868
0.99754845,1.025455298,0.998473717,9,3,3,5,1.020359065
1.020384934,1.000025352,0.986005476,10,3,3,6,0.9925971
0.9925971,1.00518492,0.981405803,11,3,3,0,0.988531876
0.988531876,1.007699662,0.986254296,12,3,3,1,1.004056533
1.004030695,1.002264598,0.990092385,13,3,3,2,0.994647315
0.994647315,1.012832786,0.990504773,14,3,3,3,1.003596285
1.003596285,1.014617169,0.998917247,15,3,3,4,1.011678268
1.011704047,1.032157782,0.999821629,16,3,3,5,1.020894914
1.020894914,1.000848642,0.987495008,17,3,3,6,0.993784944
0.993784944,1.01275901,0.994223283,18,3,3,0,1.002185106
1.002185106,1.009949376,0.995539071,19,3,3,1,1.006716455
1.006716455,1.008215086,0.992108539,20,3,3,2,1.006024396
1.006024396,1.005641889,0.970949223,21,3,3,3,0.985400376
0.985400376,1.005901261,0.997388378,22,3,3,4,1.002059163
1.002059163,1.00696672,0.997594226,23,3,3,5,1.003032277
1.003057338,1.000774497,0.991105781,24,3,3,6,0.998026283
0.998051267,1.001426855,0.975743467,25,3,3,0,0.985531191
0.985556223,1.003454319,0.990551421,26,3,3,1,1.001447766
1.001447766,1.0254895,0.998326063,27,3,3,2,1.025083697
1.025083697,1,0.991760893,28,3,3,3,0.996016528
0.99604127,1.02419455,0.999229948,29,3,3,4,1.019002906
1.019375512,1.008382679,0.988644394,30,3,3,5,1.001973828
1.001973828,1.002456345,0.992801206,31,3,3,6,0.997689576
0.997689576,1.013845891,0.993783975,1,4,3,0,1.010433172
1.010433172,1.182022147,0.999614002,2,4,3,1,1.172299824
1.172299824,1.08624699,0.99067767,3,4,3,2,1.022513531
1.022513531,1.01485298,0.96387385,4,4,3,3,0.986656469
0.986676595,1.025884753,0.997103519,5,4,3,4,1.021968383
1.021927588,1.03760479,0.98760479,6,4,3,5,1.007225549
1.007205589,1.034363172,0.997542657,7,4,3,6,1.025267038
1.025247221,1.024567507,0.97815792,8,4,3,0,1.01385909
1.013820431,1.000171592,0.971439466,9,4,3,1,0.983489037
0.983489037,1.047631048,0.996995192,10,4,3,2,1.028962469
1.028943083,1.005520282,0.932230533,11,4,3,3,0.946285585
0.946304426,1.011507755,0.97342067,12,4,3,4,1.006271527
1.006271527,1.007755926,0.991571366,13,4,3,5,0.999525147
0.999564718,1.020091053,0.99182502,14,4,3,6,1.016389549
1.016448931,1.006406886,0.966719246,15,4,3,0,0.979980916
0.979805651,1.033191557,0.996621219,16,4,3,1,1.0297134
1.029951902,1.009417032,0.996796665,17,4,3,2,1.005055865
1.005055865,1.016281704,0.999366396,18,4,3,3,1.010828869
1.010848069,1.003342957,0.986191308,19,4,3,4,0.99547941
0.99547941,1.016409082,0.999847357,20,4,3,5,1.009387521
1.009387521,1.003402518,0.981021511,21,4,3,6,0.991172356
0.992060792,1.023246065,0.985137762,22,4,3,0,1.01876834
1.018730231,1.046366782,0.989694192,23,4,3,1,1.030880015
1.0308052,1.014225577,0.970169836,24,4,3,2,0.982653506
0.982653506,1.020791787,0.948629884,25,4,3,3,0.961869414
0.961887879,1.049930891,0.990420794,26,4,3,4,1.017104354
1.017085157,1.003755993,0.986259484,27,4,3,5,0.99390359
0.993865841,1.012685873,0.994055871,28,4,3,6,1.006950643
1.006969634,1.003866174,0.978594599,29,4,3,0,0.987288775
0.987364212,1.019329946,0.992455209,30,4,3,1,1.01631203
1.016369332,1.014132416,0.99969931,1,5,3,2,1.01185845
1.011933623,1.027151506,0.997288564,2,5,3,3,1.020280058
1.020242915,1.063819717,0.997287753,3,5,3,4,1.049730596
1.049949032,1.022746186,0.971740638,4,5,3,5,1.010904993
1.010887656,1.001269123,0.978973726,5,5,3,6,0.990412979
0.99044728,1.004554034,0.974961473,6,5,3,0,0.994805285
0.994874548,1.047741711,1,7,5,3,1,1.018101123
1.018083718,1.027678052,0.991400827,8,5,3,2,1.024087941
1.024122132,1.035973625,0.999916535,9,5,3,3,1.033553126
1.034020533,1.043959769,0.994107486,10,5,3,4,1.030947807
1.03104467,1.154573639,0.999984342,11,5,3,5,1.125841606
1.125794633,1.045744089,0.946119611,12,5,3,6,0.971460362
0.971446453,1.153707389,0.986885621,13,5,3,0,1.11758558
1.117642848,1.066291761,0.983039557,14,5,3,1,1.024108424
