Price,Open,High,Low,Vol.,Day,Month,Year,DayOfWeek,
"6,390.90","6,514.10","6,540.60","6,316.20",3.30M,7,9,2018,4,"6,390.90"
"6,184.30","6,390.90","6,484.30","6,132.30",3.46M,8,9,2018,5,"6,184.30"
"6,238.50","6,184.30","6,432.60","6,148.80",2.84M,9,9,2018,6,"6,238.50"
"6,321.00","6,238.50","6,358.50","6,237.30",3.11M,10,9,2018,0,"6,320.70"
"6,293.90","6,320.70","6,391.80","6,189.60",3.30M,11,9,2018,1,"6,293.90"
"6,338.00","6,293.90","6,353.50","6,204.50",3.04M,12,9,2018,2,"6,338.00"
"6,482.90","6,338.00","6,867.30","6,337.80",3.53M,13,9,2018,3,"6,482.90"
"6,483.70","6,482.90","6,579.40","6,412.10",3.20M,14,9,2018,4,"6,482.60"
"6,519.00","6,482.60","6,562.90","6,470.30",3.16M,15,9,2018,5,"6,519.00"
"6,500.20","6,519.00","6,520.80","6,406.20",3.34M,16,9,2018,6,"6,500.20"
"6,251.90","6,500.20","6,533.50","6,215.90",3.26M,17,9,2018,0,"6,251.90"
"6,342.00","6,251.90","6,388.80","6,228.80",2.82M,18,9,2018,1,"6,342.00"
"6,390.40","6,342.00","6,478.70","6,144.50",3.54M,19,9,2018,2,"6,390.40"
"6,489.20","6,390.40","6,537.50","6,346.40",5.18M,20,9,2018,3,"6,490.90"
"6,766.70","6,490.90","6,780.50","6,489.80",7.73M,21,9,2018,4,"6,766.70"
"6,729.60","6,766.70","6,833.30","6,635.50",7.31M,22,9,2018,5,"6,729.60"
"6,704.10","6,729.60","6,789.40","6,666.40",7.34M,23,9,2018,6,"6,713.30"
"6,584.10","6,713.30","6,728.10","6,559.10",7.57M,24,9,2018,0,"6,590.60"
"6,445.10","6,590.60","6,590.60","5,977.00",7.34M,25,9,2018,1,"6,443.00"
"6,468.10","6,443.00","6,551.90","6,384.10",8.64M,26,9,2018,2,"6,463.70"
"6,689.20","6,463.70","6,738.30","6,428.80",9.34M,27,9,2018,3,"6,685.70"
"6,636.00","6,685.70","6,809.20","6,538.60",9.57M,28,9,2018,4,"6,633.90"
"6,603.90","6,633.90","6,648.40","6,464.40",9.42M,29,9,2018,5,"6,603.90"
"6,635.20","6,603.90","6,673.90","6,533.50",9.34M,30,9,2018,6,"6,635.20"
"6,608.20","6,635.20","6,674.70","6,072.70",9.19M,1,10,2018,0,"6,608.20"
"6,549.90","6,608.20","6,645.70","6,034.90",9.34M,2,10,2018,1,"6,549.90"
"6,507.80","6,549.90","6,563.50","6,429.60",9.21M,3,10,2018,2,"6,509.20"
"6,584.20","6,509.20","6,653.00","6,487.80",9.31M,4,10,2018,3,"6,584.20"
"6,639.10","6,584.20","6,682.30","6,537.60",9.34M,5,10,2018,4,"6,639.10"
"6,596.30","6,639.10","6,661.50","6,550.40",9.18M,6,10,2018,5,"6,596.30"
"6,611.00","6,596.30","6,633.90","6,523.80",77.06,7,10,2018,6,"6,611.00"
"6,669.60","6,611.00","6,699.50","6,589.90",119.68,8,10,2018,0,"6,669.60"
"6,650.80","6,669.60","6,678.90","6,613.30",80.79,9,10,2018,1,"6,650.60"
"6,618.00","6,650.60","6,653.50","6,526.00",101.93,10,10,2018,2,"6,618.00"
"6,239.10","6,618.00","6,622.50","6,206.20",245.28,11,10,2018,3,"6,239.20"
"6,291.30","6,239.20","6,344.80","6,206.80",147.4,12,10,2018,4,"6,291.30"
"6,321.70","6,291.30","6,329.30","6,282.80",94.45,13,10,2018,5,"6,321.60"
"6,326.80","6,321.60","6,390.90","6,300.00",99.38,14,10,2018,6,"6,326.80"
"6,699.80","6,326.80","7,358.40","6,300.20",443.33,15,10,2018,0,"6,712.40"
"6,705.30","6,712.40","6,836.70","6,645.40",155.85,16,10,2018,1,"6,718.90"
"6,686.60","6,718.90","6,745.90","6,637.80",136.71,17,10,2018,2,"6,690.10"
"6,574.10","6,690.10","6,736.30","6,530.60",134.15,18,10,2018,3,"6,576.40"
"6,512.00","6,576.40","6,603.20","6,506.90",121.44,19,10,2018,4,"6,511.70"
"6,572.20","6,511.70","6,593.70","6,495.90",97.77,20,10,2018,5,"6,575.90"
"6,583.00","6,575.90","6,643.10","6,568.00",92.94,21,10,2018,6,"6,583.00"
"6,555.80","6,583.00","6,612.70","6,529.50",101.57,22,10,2018,0,"6,558.60"
"6,528.70","6,558.60","6,573.60","6,500.50",108.86,23,10,2018,1,"6,531.20"
"6,530.70","6,531.20","6,593.80","6,522.60",98.74,24,10,2018,2,"6,532.50"
"6,507.00","6,532.50","6,544.80","6,491.50",97.43,25,10,2018,3,"6,507.00"
"6,510.00","6,507.00","6,570.50","6,498.50",97.17,26,10,2018,4,"6,510.00"
"6,494.20","6,510.00","6,534.00","6,473.70",76.72,27,10,2018,5,"6,494.60"
"6,486.10","6,494.60","6,502.20","6,461.20",93.97,28,10,2018,6,"6,486.10"
"6,335.00","6,486.10","6,498.40","6,310.50",160.52,29,10,2018,0,"6,336.70"
"6,325.70","6,336.70","6,469.90","6,316.50",128.21,30,10,2018,1,"6,327.90"
"6,365.90","6,327.90","6,405.70","6,257.80",129.06,31,10,2018,2,"6,365.90"
"6,400.50","6,365.90","6,421.80","6,354.20",124.16,1,11,2018,3,"6,400.50"
"6,424.70","6,400.50","6,444.30","6,390.90",135.87,2,11,2018,4,"6,424.50"
"6,386.20","6,424.50","6,429.50","6,346.20",112.84,3,11,2018,5,"6,386.20"
"6,478.20","6,386.20","6,508.90","6,359.70",128.76,4,11,2018,6,"6,478.20"
"6,459.70","6,478.20","6,489.20","6,431.70",128.51,5,11,2018,0,"6,460.40"
"6,502.80","6,460.40","6,509.60","6,441.60",154.87,6,11,2018,1,"6,503.10"
"6,565.30","6,503.10","6,594.30","6,502.00",170.76,7,11,2018,2,"6,565.30"
"6,474.00","6,565.30","6,577.30","6,466.30",159.3,8,11,2018,3,"6,473.80"
"6,412.00","6,473.80","6,496.10","6,390.00",151.6,9,11,2018,4,"6,411.90"
"6,427.10","6,411.90","6,461.70","6,411.70",115.87,10,11,2018,5,"6,427.10"
"6,446.10","6,427.10","6,451.70","6,359.00",127.4,11,11,2018,6,"6,445.00"
"6,435.00","6,445.00","6,475.90","6,409.40",130.16,12,11,2018,0,"6,435.00"
"6,429.20","6,435.00","6,466.80","6,386.70",137.6,13,11,2018,1,"6,428.90"
"5,842.40","6,428.90","6,453.30","5,619.20",438.21,14,11,2018,2,"5,854.00"
"5,718.90","5,854.00","5,878.50","5,384.10",375.86,15,11,2018,3,"5,723.50"
"5,636.20","5,723.50","5,747.70","5,539.70",224.12,16,11,2018,4,"5,636.20"
"5,621.80","5,636.20","5,645.50","5,561.40",156.51,17,11,2018,5,"5,621.00"
"5,658.30","5,621.00","5,727.90","5,615.50",158.68,18,11,2018,6,"5,660.40"
"4,883.80","5,660.40","5,662.50","4,831.10",478.26,19,11,2018,0,"4,883.60"
"4,524.60","4,883.60","5,013.40","4,272.30",714.08,20,11,2018,1,"4,523.00"
"4,638.70","4,523.00","4,743.70","4,393.00",412.74,21,11,2018,2,"4,646.40"
"4,356.00","4,646.40","4,695.70","4,346.70",261.85,22,11,2018,3,"4,360.90"
"4,398.00","4,360.90","4,455.60","4,223.70",348.99,23,11,2018,4,"4,397.30"
"3,920.40","4,397.30","4,494.60","3,821.50",382.72,24,11,2018,5,"3,920.30"
"4,062.20","3,920.30","4,198.40","3,634.20",619.95,25,11,2018,6,"4,061.00"
"3,837.00","4,061.00","4,179.00","3,679.80",571.04,26,11,2018,0,"3,840.30"
"3,866.50","3,840.30","3,920.60","3,687.80",457.27,27,11,2018,1,"3,866.40"
"4,265.40","3,866.40","4,391.80","3,866.40",533.04,28,11,2018,2,"4,265.50"
"4,296.50","4,265.50","4,440.10","4,140.60",414.46,29,11,2018,3,"4,296.80"
"4,039.70","4,296.80","4,340.60","3,954.50",444.52,30,11,2018,4,"4,038.70"
"4,196.20","4,038.70","4,299.10","3,967.10",316.3,1,12,2018,5,"4,196.20"
"4,160.40","4,196.20","4,316.10","4,105.30",298.63,2,12,2018,6,"4,160.30"
"3,897.80","4,160.30","4,177.00","3,839.90",355.1,3,12,2018,0,"3,899.90"
"3,958.50","3,899.90","4,082.90","3,809.30",326.71,4,12,2018,1,"3,958.10"
"3,771.60","3,958.10","3,974.10","3,765.20",341.6,5,12,2018,2,"3,771.40"
"3,508.60","3,771.40","3,887.20","3,505.70",467.54,6,12,2018,3,"3,508.90"
"3,422.20","3,508.90","3,626.60","3,251.80",639.33,7,12,2018,4,"3,422.30"
"3,430.40","3,422.30","3,507.70","3,302.90",424.4,8,12,2018,5,"3,430.30"
"3,567.50","3,430.30","3,677.60","3,424.20",327.93,9,12,2018,6,"3,566.90"
"3,460.50","3,566.90","3,622.40","3,412.70",394.49,10,12,2018,0,"3,460.40"
"3,407.70","3,460.40","3,485.90","3,349.90",418.53,11,12,2018,1,"3,390.20"
"3,466.10","3,390.20","3,510.20","3,379.40",391.17,12,12,2018,2,"3,466.20"
"3,315.30","3,466.20","3,474.40","3,284.80",435.89,13,12,2018,3,"3,315.40"
"3,247.80","3,315.40","3,336.60","3,199.10",445.56,14,12,2018,4,"3,247.80"
"3,228.70","3,247.80","3,282.30","3,177.00",332.95,15,12,2018,5,"3,228.60"
"3,247.90","3,228.60","3,305.00","3,225.90",335.69,16,12,2018,6,"3,248.30"
"3,526.10","3,248.30","3,597.40","3,243.10",534.78,17,12,2018,0,"3,526.00"
"3,668.00","3,526.00","3,683.10","3,456.90",698.53,18,12,2018,1,"3,668.10"
"3,687.10","3,668.10","3,924.70","3,647.50",792.4,19,12,2018,2,"3,687.20"
"4,076.00","3,687.20","4,140.30","3,665.80",958.58,20,12,2018,3,"4,075.20"
"3,850.90","4,075.20","4,153.10","3,786.90",748.76,21,12,2018,4,"3,850.90"
"3,964.40","3,850.90","3,977.20","3,803.70",554.59,22,12,2018,5,"3,964.30"
"3,944.40","3,964.30","4,037.10","3,904.60",572.21,23,12,2018,6,"3,944.50"
"4,026.10","3,944.50","4,208.20","3,941.90",716.29,24,12,2018,0,"4,025.60"
"3,762.50","4,025.60","4,030.70","3,676.50",670.94,25,12,2018,1,"3,762.80"
"3,793.70","3,762.80","3,841.90","3,680.30",567.11,26,12,2018,2,"3,793.40"
"3,586.90","3,793.40","3,822.60","3,560.80",543.44,27,12,2018,3,"3,587.10"
"3,861.60","3,587.10","3,900.30","3,565.50",565.24,28,12,2018,4,"3,861.60"
"3,706.80","3,861.60","3,899.60","3,696.00",505.41,29,12,2018,5,"3,708.20"
"3,815.00","3,708.20","3,837.70","3,682.50",519.17,30,12,2018,6,"3,815.10"
"3,709.40","3,815.10","3,819.60","3,658.80",545.83,31,12,2018,0,"3,709.50"
"3,809.40","3,709.50","3,814.30","3,664.40",469.11,1,1,2019,1,"3,809.70"
"3,873.80","3,809.70","3,894.80","3,768.10",554.47,2,1,2019,2,"3,874.10"
"3,780.10","3,874.10","3,875.80","3,753.00",450.32,3,1,2019,3,"3,780.50"
"3,802.70","3,780.50","3,823.90","3,720.00",488.7,4,1,2019,4,"3,802.80"
"3,785.40","3,802.80","3,846.70","3,769.00",468.45,5,1,2019,5,"3,785.70"
"4,004.10","3,785.70","4,034.10","3,758.50",529.89,6,1,2019,6,"4,004.30"
"3,985.90","4,004.30","4,028.00","3,945.50",500.88,7,1,2019,0,"3,985.80"
"3,971.00","3,985.80","4,070.50","3,943.10",514.08,8,1,2019,1,"3,971.00"
"3,978.00","3,971.00","4,014.20","3,957.50",473.42,9,1,2019,2,"3,978.90"
"3,603.70","3,978.90","4,007.70","3,562.10",697.31,10,1,2019,3,"3,603.30"
"3,616.50","3,603.30","3,655.70","3,563.10",551.64,11,1,2019,4,"3,616.60"
"3,597.20","3,616.60","3,633.90","3,561.30",435.06,12,1,2019,5,"3,597.30"
"3,490.20","3,597.30","3,617.60","3,473.20",452.79,13,1,2019,6,"3,490.40"
"3,638.10","3,490.40","3,672.00","3,490.40",539.93,14,1,2019,0,"3,637.50"
"3,571.30","3,637.50","3,660.80","3,545.70",544.85,15,1,2019,1,"3,570.60"
"3,588.00","3,570.60","3,644.10","3,561.40",487.34,16,1,2019,2,"3,588.10"
"3,626.40","3,588.10","3,636.70","3,554.80",525.1,17,1,2019,3,"3,626.30"
"3,605.60","3,626.30","3,627.90","3,575.70",488.16,18,1,2019,4,"3,605.80"
"3,677.80","3,605.80","3,715.20","3,604.10",537.06,19,1,2019,5,"3,676.20"
"3,542.30","3,676.20","3,699.10","3,503.90",563.31,20,1,2019,6,"3,542.70"
"3,536.70","3,542.70","3,561.40","3,505.40",394.17,21,1,2019,0,"3,536.90"
"3,580.10","3,536.90","3,607.90","3,465.20",447.7,22,1,2019,1,"3,580.10"
"3,561.50","3,580.10","3,608.30","3,532.80",445.87,23,1,2019,2,"3,561.40"
"3,574.30","3,561.40","3,587.00","3,539.70",428.6,24,1,2019,3,"3,574.30"
"3,572.00","3,574.30","3,582.60","3,542.20",448.89,25,1,2019,4,"3,572.00"
"3,570.90","3,572.00","3,652.50","3,556.10",432.55,26,1,2019,5,"3,570.90"
"3,555.60","3,570.90","3,583.20","3,509.20",464.02,27,1,2019,6,"3,555.80"
"3,442.80","3,555.80","3,561.20","3,395.70",620.85,28,1,2019,0,"3,442.80"
"3,414.80","3,442.80","3,450.10","3,368.20",585.46,29,1,2019,1,"3,414.60"
"3,460.00","3,414.60","3,479.00","3,394.20",600.25,30,1,2019,2,"3,460.00"
"3,437.20","3,460.00","3,484.70","3,427.00",477.07,31,1,2019,3,"3,437.70"
"3,467.90","3,437.70","3,485.70","3,415.30",481.58,1,2,2019,4,"3,467.90"
"3,502.50","3,467.90","3,514.50","3,447.80",443.6,2,2,2019,5,"3,502.30"
"3,459.10","3,502.30","3,507.80","3,431.30",451.66,3,2,2019,6,"3,459.00"
"3,462.80","3,459.00","3,479.70","3,437.10",503.92,4,2,2019,0,"3,463.00"
"3,468.40","3,463.00","3,485.90","3,450.30",460.95,5,2,2019,1,"3,468.50"
"3,404.30","3,468.50","3,478.00","3,383.90",514.21,6,2,2019,2,"3,404.90"
"3,397.70","3,404.90","3,421.80","3,390.30",471.36,7,2,2019,3,"3,397.30"
"3,661.70","3,397.30","3,721.10","3,382.50",699.23,8,2,2019,4,"3,661.60"
"3,661.40","3,661.60","3,675.30","3,633.20",454.8,9,2,2019,5,"3,661.00"
"3,679.00","3,661.00","3,680.60","3,617.10",501.9,10,2,2019,6,"3,678.80"
"3,631.80","3,678.80","3,681.10","3,623.80",517.28,11,2,2019,0,"3,631.80"
"3,632.00","3,631.80","3,656.40","3,594.40",545.82,12,2,2019,1,"3,632.00"
"3,611.50","3,632.00","3,663.50","3,599.20",558.02,13,2,2019,2,"3,611.50"
"3,592.60","3,611.50","3,624.50","3,580.20",498.14,14,2,2019,3,"3,592.60"
"3,604.70","3,592.60","3,648.30","3,581.40",516.21,15,2,2019,4,"3,604.70"
"3,616.80","3,604.70","3,641.90","3,599.70",485.63,16,2,2019,5,"3,616.80"
"3,664.20","3,616.80","3,689.90","3,607.90",580.51,17,2,2019,6,"3,664.20"
"3,896.00","3,664.20","3,903.70","3,655.10",933.15,18,2,2019,0,"3,896.40"
"3,914.30","3,896.40","3,993.80","3,863.70",1.44M,19,2,2019,1,"3,914.30"
"3,972.40","3,914.30","3,983.60","3,881.20",698.01,20,2,2019,2,"3,972.00"
"3,936.60","3,972.00","4,011.50","3,909.20",668.16,21,2,2019,3,"3,937.40"
"3,965.20","3,937.40","3,983.10","3,931.70",649.55,22,2,2019,4,"3,965.20"
"4,120.40","3,965.20","4,152.60","3,939.40",727.85,23,2,2019,5,"4,120.50"
"3,755.20","4,120.50","4,194.20","3,738.70",977.78,24,2,2019,6,"3,755.70"
"3,833.70","3,755.70","3,870.70","3,753.80",765.87,25,2,2019,0,"3,833.50"
"3,810.30","3,833.50","3,845.50","3,775.00",2.09M,26,2,2019,1,"3,810.30"
"3,814.60","3,810.30","3,836.40","3,701.90",2.82M,27,2,2019,2,"3,814.60"
"3,816.60","3,814.60","3,883.70","3,783.30",2.31M,28,2,2019,3,"3,816.70"
"3,821.90","3,816.70","3,855.80","3,816.40",1.74M,1,3,2019,4,"3,821.90"
"3,823.10","3,821.90","3,843.20","3,783.60",1.61M,2,3,2019,5,"3,823.20"
"3,809.50","3,823.20","3,836.60","3,789.70",1.51M,3,3,2019,6,"3,809.70"
"3,715.90","3,809.70","3,828.40","3,681.80",2.85M,4,3,2019,0,"3,715.90"
"3,857.20","3,715.90","3,873.20","3,705.70",3.82M,5,3,2019,1,"3,857.20"
"3,863.00","3,857.20","3,887.30","3,816.70",2.52M,6,3,2019,2,"3,863.10"
"3,875.10","3,863.10","3,907.40","3,847.90",2.60M,7,3,2019,3,"3,875.10"
"3,865.90","3,875.10","3,929.00","3,810.70",2.96M,8,3,2019,4,"3,865.60"
"3,944.30","3,865.60","3,964.00","3,859.70",2.48M,9,3,2019,5,"3,944.40"
"3,915.20","3,944.40","3,944.50","3,889.20",1.89M,10,3,2019,6,"3,915.20"
"3,870.30","3,915.20","3,935.50","3,842.40",3.19M,11,3,2019,0,"3,870.30"
"3,886.00","3,870.30","3,900.10","3,817.10",2.90M,12,3,2019,1,"3,885.90"
"3,865.10","3,885.90","3,894.70","3,847.40",2.28M,13,3,2019,2,"3,865.10"
"3,879.00","3,865.10","3,914.70","3,828.40",2.86M,14,3,2019,3,"3,879.00"
"3,924.30","3,879.00","3,935.70","3,874.80",3.11M,15,3,2019,4,"3,924.40"
"4,006.40","3,924.40","4,050.60","3,923.70",3.46M,16,3,2019,5,"4,006.40"
"3,981.50","4,006.40","4,009.80","3,956.30",1.87M,17,3,2019,6,"3,981.50"
"3,990.20","3,981.50","4,032.30","3,958.50",2.62M,18,3,2019,0,"3,990.20"
"4,017.00","3,990.20","4,029.90","3,972.40",2.99M,19,3,2019,1,"4,017.00"
"4,041.20","4,017.00","4,050.00","3,985.30",3.18M,20,3,2019,2,"4,041.20"
"3,982.20","4,041.20","4,064.00","3,923.80",3.88M,21,3,2019,3,"3,982.20"
"3,990.40","3,982.20","4,005.70","3,971.80",2.83M,22,3,2019,4,"3,990.40"
"4,002.50","3,990.40","4,018.20","3,980.80",2.00M,23,3,2019,5,"4,002.60"
"3,994.70","4,002.60","4,005.70","3,967.00",2.04M,24,3,2019,6,"3,994.80"
"3,937.00","3,994.80","4,000.50","3,897.90",2.86M,25,3,2019,0,"3,937.10"
"3,942.80","3,937.10","3,950.70","3,899.90",2.53M,26,3,2019,1,"3,942.80"
"4,041.70","3,942.80","4,043.30","3,936.20",2.78M,27,3,2019,2,"4,041.70"
"4,025.60","4,041.70","4,041.70","4,008.40",2.11M,28,3,2019,3,"4,025.70"
"4,102.20","4,025.70","4,123.10","4,022.60",3.30M,29,3,2019,4,"4,103.70"
"4,111.80","4,103.70","4,138.10","4,057.10",2.55M,30,3,2019,5,"4,111.80"
"4,102.30","4,111.80","4,121.90","4,082.20",2.43M,31,3,2019,6,"4,102.30"
"4,145.10","4,102.30","4,159.10","4,076.80",3.22M,1,4,2019,0,"4,145.10"
"4,859.30","4,145.10","4,899.60","4,143.50",14.77M,2,4,2019,1,"4,859.30"
"4,968.70","4,859.30","5,278.40","4,814.00",13.83M,3,4,2019,2,"4,968.70"
"4,902.40","4,968.70","5,042.50","4,789.20",1.05M,4,4,2019,3,"4,902.50"
"5,010.20","4,902.50","5,029.40","4,888.30",851.72,5,4,2019,4,"5,010.00"
"5,046.20","5,010.00","5,198.40","4,947.90",952.18,6,4,2019,5,"5,046.10"
"5,173.60","5,046.10","5,219.50","5,033.70",841.27,7,4,2019,6,"5,173.50"
"5,245.20","5,173.50","5,300.60","5,060.50",928.23,8,4,2019,0,"5,245.00"
"5,158.40","5,245.00","5,245.90","5,095.20",784.62,9,4,2019,1,"5,158.40"
"5,307.80","5,158.40","5,404.10","5,142.90",837.51,10,4,2019,2,"5,307.70"
"5,022.60","5,307.70","5,337.00","4,948.00",943.49,11,4,2019,3,"5,022.70"
"5,054.20","5,022.70","5,080.50","4,889.20",779.14,12,4,2019,4,"5,054.20"
"5,051.80","5,054.20","5,093.40","5,011.60",577.16,13,4,2019,5,"5,052.00"
"5,134.80","5,052.00","5,153.50","5,010.70",566.38,14,4,2019,6,"5,135.10"
"5,032.30","5,135.10","5,168.00","4,964.20",688.2,15,4,2019,0,"5,031.40"
"5,180.90","5,031.40","5,198.40","5,014.40",631.05,16,4,2019,1,"5,182.10"
"5,208.30","5,182.10","5,230.90","5,165.50",806.52,17,4,2019,2,"5,208.30"
"5,264.70","5,208.30","5,293.10","5,205.00",727.97,18,4,2019,3,"5,264.80"
"5,241.00","5,264.80","5,282.40","5,192.10",787.09,19,4,2019,4,"5,241.00"
"5,290.20","5,241.00","5,327.00","5,240.20",782.32,20,4,2019,5,"5,290.20"
"5,243.50","5,290.20","5,308.20","5,189.80",811.41,21,4,2019,6,"5,248.20"
"5,346.70","5,248.20","5,370.20","5,170.20",920.77,22,4,2019,0,"5,346.50"
"5,511.60","5,346.50","5,594.40","5,291.40",900,23,4,2019,1,"5,511.20"
"5,415.60","5,511.20","5,589.60","5,346.80",994.04,24,4,2019,2,"5,415.60"
"5,209.10","5,415.60","5,528.20","5,137.40",955.36,25,4,2019,3,"5,209.20"
"5,298.30","5,209.20","5,469.30","5,159.30",1.03M,26,4,2019,4,"5,298.20"
"5,265.90","5,298.20","5,318.10","5,225.40",833.13,27,4,2019,5,"5,265.70"
"5,302.30","5,265.70","5,332.50","5,234.40",681.41,28,4,2019,6,"5,302.40"
"5,235.00","5,302.40","5,322.90","5,188.90",775.82,29,4,2019,0,"5,235.40"
"5,320.80","5,235.40","5,336.60","5,195.90",697.42,30,4,2019,1,"5,321.10"
"5,384.20","5,321.10","5,396.30","5,319.50",623.64,1,5,2019,2,"5,384.60"
"5,493.80","5,384.60","5,530.80","5,370.00",722.23,2,5,2019,3,"5,493.60"
"5,766.80","5,493.60","5,844.20","5,478.70",1.04M,3,5,2019,4,"5,768.00"
"5,830.90","5,768.00","5,899.20","5,605.00",920.61,4,5,2019,5,"5,830.80"
"5,774.90","5,830.80","5,838.20","5,708.20",709.02,5,5,2019,6,"5,775.10"
"5,745.10","5,775.10","5,801.40","5,630.50",755.39,6,5,2019,0,"5,745.50"
"5,849.50","5,745.50","6,019.80","5,745.50",955.88,7,5,2019,1,"5,849.40"
"5,990.30","5,849.40","6,011.30","5,799.10",757.13,8,5,2019,2,"5,990.50"
"6,191.50","5,990.50","6,206.00","5,990.00",799.96,9,5,2019,3,"6,194.30"
"6,386.00","6,194.30","6,466.60","6,157.80",907.94,10,5,2019,4,"6,386.60"
"7,190.30","6,386.60","7,373.80","6,386.50",1.31M,11,5,2019,5,"7,190.00"
"6,984.80","7,190.00","7,518.90","6,802.60",1.35M,12,5,2019,6,"6,984.70"
"7,806.00","6,984.70","8,058.30","6,893.10",1.20M,13,5,2019,0,"7,806.40"
"7,994.60","7,806.40","8,323.90","7,674.00",1.33M,14,5,2019,1,"7,994.80"
"8,164.60","7,994.80","8,225.30","7,856.50",1.13M,15,5,2019,2,"8,164.80"
"7,871.80","8,164.80","8,293.30","7,720.40",1.18M,16,5,2019,3,"7,871.90"
"7,359.50","7,871.90","7,924.00","6,998.60",1.43M,17,5,2019,4,"7,359.90"
"7,262.60","7,359.90","7,458.50","7,189.40",865.53,18,5,2019,5,"7,261.90"
"8,157.20","7,261.90","8,253.40","7,252.30",1.08M,19,5,2019,6,"8,156.40"
"7,965.30","8,156.40","8,156.40","7,604.00",958.81,20,5,2019,0,"7,965.00"
"7,930.30","7,965.00","8,056.80","7,813.20",804.88,21,5,2019,1,"7,928.70"
"7,635.70","7,928.70","7,999.00","7,545.90",821.4,22,5,2019,2,"7,637.20"
"7,852.10","7,637.20","7,939.10","7,486.80",815.14,23,5,2019,3,"7,852.80"
"7,970.10","7,852.80","8,124.10","7,775.40",868.47,24,5,2019,4,"7,971.40"
"8,027.40","7,971.40","8,090.10","7,919.10",691.27,25,5,2019,5,"8,029.60"
"8,630.20","8,029.60","8,718.60","7,866.50",872.12,26,5,2019,6,"8,628.90"
"8,760.10","8,628.90","8,902.80","8,607.30",907.96,27,5,2019,0,"8,759.40"
"8,716.30","8,759.40","8,794.10","8,568.80",763.2,28,5,2019,1,"8,715.60"
"8,647.80","8,715.60","8,747.20","8,435.30",15.43M,29,5,2019,2,"8,647.80"
"8,271.90","8,647.80","9,045.90","8,054.70",1.04M,30,5,2019,3,"8,271.40"
"8,558.30","8,271.40","8,578.80","8,135.00",858.41,31,5,2019,4,"8,556.90"
"8,545.70","8,556.90","8,615.80","8,454.00",686.75,1,6,2019,5,"8,545.80"
"8,728.60","8,545.80","8,807.70","8,534.80",614.54,2,6,2019,6,"8,728.60"
"8,124.80","8,728.60","8,734.90","8,102.70",739.45,3,6,2019,0,"8,118.10"
"7,685.50","8,118.10","8,118.10","7,494.00",966.95,4,6,2019,1,"7,685.60"
"7,779.10","7,685.60","7,885.00","7,590.40",762.94,5,6,2019,2,"7,779.60"
"7,784.90","7,779.60","7,861.40","7,480.40",651.82,6,6,2019,3,"7,785.80"
"7,985.20","7,785.80","8,099.40","7,749.40",588.87,7,6,2019,4,"7,985.30"
"7,901.40","7,985.30","8,044.40","7,770.50",485.81,8,6,2019,5,"7,901.60"
"7,635.00","7,901.60","7,937.50","7,516.90",554.48,9,6,2019,6,"7,635.00"
"7,987.80","7,635.00","8,012.80","7,523.60",641.38,10,6,2019,0,"7,987.80"
"7,888.00","7,987.80","8,010.40","7,714.50",579,11,6,2019,1,"7,888.00"
"8,133.10","7,888.00","8,198.10","7,805.80",607.89,12,6,2019,2,"8,132.40"
"8,219.00","8,132.40","8,306.10","8,028.60",574.21,13,6,2019,3,"8,218.60"
"8,656.10","8,218.60","8,685.30","8,153.20",643.17,14,6,2019,4,"8,655.80"
"8,812.50","8,655.80","8,856.70","8,582.30",608.69,15,6,2019,5,"8,812.20"
"8,962.50","8,812.20","9,332.00","8,771.10",849.77,16,6,2019,6,"8,961.00"
"9,318.80","8,961.00","9,438.10","8,959.80",738.8,17,6,2019,0,"9,318.90"
"9,080.60","9,318.90","9,336.10","8,962.70",723.17,18,6,2019,1,"9,080.70"
"9,255.40","9,080.70","9,295.10","9,044.00",587.57,19,6,2019,2,"9,255.00"
"9,517.00","9,255.00","9,583.90","9,188.40",693.62,20,6,2019,3,"9,517.70"
"10,179.30","9,517.70","10,184.30","9,517.40",769.12,21,6,2019,4,"10,178.10"
"10,721.70","10,178.10","11,160.50","10,031.30",1.09M,22,6,2019,5,"10,721.50"
"10,897.10","10,721.50","11,361.30","10,557.80",683.79,23,6,2019,6,"10,897.30"
"11,046.40","10,897.30","11,114.40","10,622.60",566.96,24,6,2019,0,"11,046.60"
"11,809.90","11,046.60","11,833.90","11,033.70",781.09,25,6,2019,1,"11,811.60"
"13,063.80","11,811.60","13,929.80","11,747.30",1.48M,26,6,2019,2,"13,062.40"
"11,287.80","13,062.40","13,422.00","10,493.50",1.59M,27,6,2019,3,"11,288.40"
"12,409.10","11,288.40","12,461.80","10,970.50",1.09M,28,6,2019,4,"12,408.00"
"11,906.50","12,408.00","12,422.90","11,490.80",834.62,29,6,2019,5,"11,906.00"
"10,818.60","11,906.00","12,179.30","10,765.40",880.77,30,6,2019,6,"10,821.40"
"10,616.60","10,821.40","11,254.50","10,041.60",1.04M,1,7,2019,0,"10,615.50"
"10,835.90","10,615.50","10,923.50","9,728.50",1.12M,2,7,2019,1,"10,835.90"
"11,900.80","10,835.90","11,931.80","10,835.90",998.73,3,7,2019,2,"11,899.30"
"11,163.10","11,899.30","11,948.00","11,087.10",840.34,4,7,2019,3,"11,159.70"
