Price,Open,High,Low,Vol.,Day,Month,Year,DayOfWeek,
"7,444.40","7,102.20","7,869.10","7,027.00",220.22,8,11,2017,2,"7,444.40"
"7,129.60","7,444.40","7,457.10","7,040.80",126.77,9,11,2017,3,"7,129.60"
"6,565.80","7,129.60","7,319.00","6,406.00",222,10,11,2017,4,"6,565.80"
"6,339.90","6,565.80","6,821.50","6,197.90",135.72,11,11,2017,5,"6,339.90"
"5,878.10","6,339.90","6,490.50","5,493.60",269.83,12,11,2017,6,"5,878.10"
"6,522.50","5,878.10","6,760.10","5,828.30",178.34,13,11,2017,0,"6,522.50"
"6,597.10","6,522.50","6,728.60","6,419.20",96.5,14,11,2017,1,"6,597.10"
"7,283.20","6,597.10","7,330.10","6,596.90",131.12,15,11,2017,2,"7,283.00"
"7,853.70","7,283.00","7,964.60","7,119.20",133.94,16,11,2017,3,"7,853.70"
"7,700.00","7,853.70","8,000.20","7,534.70",117.35,17,11,2017,4,"7,700.00"
"7,780.90","7,700.00","7,857.50","7,458.90",74.38,18,11,2017,5,"7,781.00"
"8,042.60","7,781.00","8,100.90","7,675.40",68.62,19,11,2017,6,"8,042.60"
"8,244.70","8,042.60","8,294.10","7,947.30",75.7,20,11,2017,0,"8,245.90"
"8,100.00","8,245.90","8,368.40","7,819.10",115.45,21,11,2017,1,"8,099.90"
"8,234.50","8,099.90","8,304.40","8,091.60",65.81,22,11,2017,2,"8,234.50"
"8,013.40","8,234.50","8,266.50","8,012.40",68.01,23,11,2017,3,"8,013.40"
"8,200.80","8,013.40","8,332.90","7,900.20",73,24,11,2017,4,"8,203.50"
"8,754.70","8,203.50","8,762.00","8,153.70",84.67,25,11,2017,5,"8,754.60"
"9,318.40","8,754.60","9,474.60","8,746.60",85.89,26,11,2017,6,"9,318.40"
"9,733.20","9,318.40","9,733.60","9,316.80",106.9,27,11,2017,0,"9,732.60"
"9,906.00","9,732.60","9,969.60","9,638.20",87.76,28,11,2017,1,"9,906.00"
"9,837.90","9,906.00","11,417.80","8,938.70",233.33,29,11,2017,2,"9,848.00"
"9,946.80","9,848.00","10,689.10","9,023.80",187.01,30,11,2017,3,"9,947.10"
"10,861.50","9,947.10","10,942.80","9,420.90",131.92,1,12,2017,4,"10,861.50"
"10,912.70","10,861.50","11,175.20","10,715.50",86.83,2,12,2017,5,"10,912.70"
"11,246.20","10,912.70","11,851.10","10,578.40",122.13,3,12,2017,6,"11,244.20"
"11,623.90","11,244.20","11,624.60","10,917.80",93.17,4,12,2017,0,"11,624.40"
"11,667.10","11,624.40","11,901.90","11,486.10",89.69,5,12,2017,1,"11,667.10"
"13,749.60","11,667.10","13,843.20","11,661.80",191.58,6,12,2017,2,"13,750.10"
"16,850.30","13,750.10","16,879.30","13,401.60",297.11,7,12,2017,3,"16,868.00"
"16,047.60","16,868.00","17,294.80","13,906.10",286.76,8,12,2017,4,"16,048.20"
"14,843.40","16,048.20","16,313.20","13,151.50",181.98,9,12,2017,5,"14,840.00"
"15,059.60","14,840.00","15,783.20","13,031.00",201.62,10,12,2017,6,"15,060.50"
"16,732.50","15,060.50","17,399.20","15,024.60",159.73,11,12,2017,0,"16,733.30"
"17,083.90","16,733.30","17,560.70","16,254.50",132.85,12,12,2017,1,"17,083.90"
"16,286.80","17,083.90","17,268.00","15,669.90",155.41,13,12,2017,2,"16,286.80"
"16,467.90","16,286.80","16,941.10","16,023.60",107.92,14,12,2017,3,"16,467.90"
"17,604.80","16,467.90","17,987.00","16,442.20",153.65,15,12,2017,4,"17,594.10"
"19,345.50","17,594.10","19,587.70","17,318.50",112.17,16,12,2017,5,"19,346.60"
"19,065.70","19,346.60","19,870.60","18,750.90",117.41,17,12,2017,6,"19,065.70"
"18,972.30","19,065.70","19,221.10","18,114.40",139.25,18,12,2017,0,"18,971.20"
"17,523.70","18,971.20","19,022.00","16,812.80",174.54,19,12,2017,1,"17,521.70"
"16,462.00","17,521.70","17,813.60","15,642.70",227.68,20,12,2017,2,"16,461.10"
"15,632.10","16,461.10","17,301.80","14,953.00",163.74,21,12,2017,3,"15,632.10"
"13,665.00","15,632.10","15,823.70","10,875.70",466.98,22,12,2017,4,"13,665.00"
"14,396.50","13,665.00","15,493.20","13,356.10",170.17,23,12,2017,5,"14,396.60"
"13,790.00","14,396.60","14,413.70","12,166.50",182.42,24,12,2017,6,"13,790.00"
"13,833.50","13,790.00","14,467.40","13,010.70",107.48,25,12,2017,0,"13,830.20"
"15,756.60","13,830.20","16,094.70","13,748.50",143.14,26,12,2017,1,"15,757.00"
"15,416.60","15,757.00","16,514.60","14,534.70",138.71,27,12,2017,2,"15,416.30"
"14,398.70","15,416.30","15,505.50","13,466.10",170.37,28,12,2017,3,"14,398.50"
"14,392.60","14,398.50","15,109.80","13,951.10",118.88,29,12,2017,4,"14,392.10"
"12,531.50","14,392.10","14,461.50","11,962.10",182.07,30,12,2017,5,"12,532.40"
"13,850.40","12,532.40","14,241.80","12,359.40",111.27,31,12,2017,6,"13,850.50"
"13,444.90","13,850.50","13,921.50","12,877.70",78.43,1,1,2018,0,"13,444.90"
"14,754.10","13,444.90","15,306.10","12,934.20",137.73,2,1,2018,1,"14,754.10"
"15,156.60","14,754.10","15,435.00","14,579.70",106.54,3,1,2018,2,"15,156.50"
"15,180.10","15,156.50","15,408.70","14,244.70",110.97,4,1,2018,3,"15,180.10"
"16,954.80","15,180.10","17,126.90","14,832.40",141.96,5,1,2018,4,"16,954.80"
"17,172.30","16,954.80","17,252.80","16,286.60",83.93,6,1,2018,5,"17,174.50"
"16,228.20","17,174.50","17,184.80","15,791.10",79.01,7,1,2018,6,"16,228.30"
"14,976.20","16,228.30","16,302.90","13,902.30",142.45,8,1,2018,0,"14,976.20"
"14,778.50","14,976.20","15,324.60","14,613.40",71.4,9,1,2018,1,"14,778.50"
"15,043.00","14,778.50","15,045.40","13,613.10",87.07,10,1,2018,2,"15,046.70"
"13,535.40","15,046.70","15,109.10","13,048.30",167.81,11,1,2018,3,"13,529.20"
"13,886.70","13,529.20","14,176.40","13,410.00",82.37,12,1,2018,4,"13,896.00"
"14,292.20","13,896.00","14,640.70","13,888.20",61.14,13,1,2018,5,"14,291.90"
"13,695.20","14,291.90","14,446.10","13,094.70",85.12,14,1,2018,6,"13,695.50"
"13,697.50","13,695.50","14,396.60","13,475.40",73.27,15,1,2018,0,"13,704.40"
"11,362.00","13,704.40","13,711.00","10,050.70",317.1,16,1,2018,1,"11,357.70"
"11,192.30","11,357.70","11,769.60","9,271.30",361.8,17,1,2018,2,"11,202.00"
"11,245.40","11,202.00","12,004.70","10,660.20",242.45,18,1,2018,3,"11,229.60"
"11,580.20","11,229.60","11,973.20","10,901.50",170.74,19,1,2018,4,"11,579.20"
"12,858.90","11,579.20","13,082.20","11,567.30",143.9,20,1,2018,5,"12,857.10"
"11,594.90","12,857.10","12,860.20","11,164.50",206.96,21,1,2018,6,"11,597.50"
"10,864.80","11,597.50","11,970.90","10,136.80",201.73,22,1,2018,0,"10,869.00"
"10,903.20","10,869.00","11,438.00","10,056.60",188.37,23,1,2018,1,"10,899.40"
"11,452.30","10,899.40","11,549.50","10,584.50",136.06,24,1,2018,2,"11,439.90"
"11,203.00","11,439.90","11,740.90","10,983.80",181.81,25,1,2018,3,"11,203.10"
"11,118.10","11,203.10","11,655.30","10,389.40",253.91,26,1,2018,4,"11,118.00"
"11,467.50","11,118.00","11,621.70","10,908.40",163.49,27,1,2018,5,"11,471.20"
"11,795.10","11,471.20","12,112.70","11,433.30",154.63,28,1,2018,6,"11,794.90"
"11,244.80","11,794.90","11,888.10","11,119.00",137.42,29,1,2018,0,"11,244.50"
"10,166.00","11,244.50","11,277.20","9,917.70",264.72,30,1,2018,1,"10,166.30"
"10,265.40","10,166.30","10,397.70","9,742.20",208.47,31,1,2018,2,"10,266.20"
"9,181.10","10,266.20","10,303.00","8,789.20",358.4,1,2,2018,3,"9,179.80"
"8,893.20","9,179.80","9,201.40","7,915.80",519.4,2,2,2018,4,"8,894.40"
"9,241.10","8,894.40","9,506.90","8,249.30",248.71,3,2,2018,5,"9,241.50"
"8,222.20","9,241.50","9,382.10","7,932.10",280.94,4,2,2018,6,"8,220.80"
"6,938.50","8,220.80","8,383.20","6,651.90",593.89,5,2,2018,0,"6,939.30"
"7,701.20","6,939.30","7,896.20","5,996.60",886.88,6,2,2018,1,"7,693.80"
"7,594.70","7,693.80","8,536.50","7,196.60",445.62,7,2,2018,2,"7,595.10"
"8,164.20","7,595.10","8,489.90","7,595.10",296.1,8,2,2018,3,"8,163.60"
"8,699.80","8,163.60","8,735.60","7,784.60",233.94,9,2,2018,4,"8,697.30"
"8,559.60","8,697.30","9,066.60","8,172.20",263.53,10,2,2018,5,"8,559.70"
"8,081.90","8,559.70","8,564.20","7,843.70",236.2,11,2,2018,6,"8,083.60"
"8,903.50","8,083.60","8,984.90","8,083.60",238.67,12,2,2018,0,"8,906.20"
"8,539.20","8,906.20","8,942.70","8,378.00",195.87,13,2,2018,1,"8,542.60"
"9,476.30","8,542.60","9,500.00","8,541.60",246.88,14,2,2018,2,"9,475.60"
"10,037.30","9,475.60","10,206.80","9,348.50",291.28,15,2,2018,3,"10,031.30"
"10,178.70","10,031.30","10,294.30","9,707.70",206.44,16,2,2018,4,"10,177.30"
"11,073.50","10,177.30","11,095.90","10,070.90",224.76,17,2,2018,5,"11,073.70"
"10,398.80","11,073.70","11,271.60","10,137.20",288.91,18,2,2018,6,"10,396.60"
"11,169.40","10,396.60","11,250.50","10,324.80",215.2,19,2,2018,0,"11,169.70"
"11,238.70","11,169.70","11,791.50","11,119.90",267.56,20,2,2018,1,"11,240.90"
"10,473.00","11,240.90","11,289.70","10,252.20",327.14,21,2,2018,2,"10,470.10"
"9,841.70","10,470.10","10,930.20","9,743.90",316.63,22,2,2018,3,"9,840.60"
"10,170.40","9,840.60","10,419.10","9,597.80",271.5,23,2,2018,4,"10,163.80"
"9,704.30","10,163.80","10,506.10","9,394.50",239.16,24,2,2018,5,"9,703.10"
"9,585.20","9,703.10","9,860.30","9,330.10",196.49,25,2,2018,6,"9,590.90"
"10,285.10","9,590.90","10,378.40","9,410.30",235.94,26,2,2018,0,"10,287.80"
"10,594.40","10,287.80","10,867.20","10,120.50",202.58,27,2,2018,1,"10,584.40"
"10,333.90","10,584.40","11,070.70","10,303.40",215.22,28,2,2018,2,"10,335.10"
"10,904.50","10,335.10","11,047.80","10,248.70",188.77,1,3,2018,3,"10,904.50"
"10,827.70","10,904.50","11,167.00","10,677.10",201.69,2,3,2018,4,"10,822.50"
"11,402.30","10,822.50","11,420.70","9,585.50",172.2,3,3,2018,5,"11,402.80"
"11,416.50","11,402.80","11,490.30","10,878.40",156.4,4,3,2018,6,"11,415.70"
"11,330.60","11,415.70","11,506.90","11,281.20",162.11,5,3,2018,0,"11,314.20"
"10,675.10","11,314.20","11,316.40","10,412.00",230.65,6,3,2018,1,"10,779.00"
"9,902.90","10,779.00","10,899.00","9,422.10",284.54,7,3,2018,2,"9,910.70"
"9,300.00","9,910.70","10,109.00","9,037.00",256.26,8,3,2018,3,"9,301.90"
"9,217.00","9,301.90","9,420.50","8,351.00",371.46,9,3,2018,4,"9,216.20"
"8,762.00","9,216.20","9,500.00","8,691.10",198.73,10,3,2018,5,"8,732.20"
"9,529.60","8,732.20","9,719.60","8,516.40",266.59,11,3,2018,6,"9,535.80"
"9,137.40","9,535.80","9,892.20","8,804.10",257.91,12,3,2018,0,"9,138.70"
"9,154.90","9,138.70","9,482.00","8,875.10",239.46,13,3,2018,1,"9,154.90"
"8,210.60","9,154.90","9,353.40","7,958.50",305.45,14,3,2018,2,"8,210.20"
"8,264.40","8,210.20","8,427.00","7,691.70",326.53,15,3,2018,3,"8,264.30"
"8,289.20","8,264.30","8,604.80","7,929.10",236.13,16,3,2018,4,"8,198.00"
"7,874.90","8,198.00","8,344.80","7,760.20",208.05,17,3,2018,5,"7,873.20"
"8,201.20","7,873.20","8,283.60","7,323.30",348.02,18,3,2018,6,"8,200.90"
"8,616.80","8,200.90","8,698.30","8,127.70",316.96,19,3,2018,0,"8,614.10"
"8,912.60","8,614.10","9,039.60","8,326.80",253.44,20,3,2018,1,"8,912.40"
"8,905.90","8,912.40","9,173.40","8,775.10",218.19,21,3,2018,2,"8,903.70"
"8,726.20","8,903.70","9,096.20","8,499.10",223.01,22,3,2018,3,"8,725.30"
"8,916.80","8,725.30","8,917.00","8,305.60",210.11,23,3,2018,4,"8,917.30"
"8,547.40","8,917.30","9,008.80","8,523.60",177.43,24,3,2018,5,"8,549.10"
"8,473.20","8,549.10","8,679.00","8,392.20",149.52,25,3,2018,6,"8,474.00"
"8,143.50","8,474.00","8,515.70","7,865.90",247.18,26,3,2018,0,"8,146.50"
"7,801.70","8,146.50","8,218.30","7,760.60",223.1,27,3,2018,1,"7,803.00"
"7,954.90","7,803.00","8,110.40","7,754.50",167.36,28,3,2018,2,"7,955.20"
"7,129.20","7,955.20","7,980.70","6,954.90",348.75,29,3,2018,3,"7,132.40"
"6,853.70","7,132.40","7,288.10","6,603.80",417.31,30,3,2018,4,"6,856.50"
"6,938.20","6,856.50","7,221.50","6,804.90",245.3,31,3,2018,5,"6,939.10"
"6,825.20","6,939.10","7,047.70","6,460.10",257.53,1,4,2018,6,"6,825.40"
"7,068.40","6,825.40","7,121.30","6,787.60",199.31,2,4,2018,0,"7,067.20"
"7,424.20","7,067.20","7,519.30","7,032.90",230.8,3,4,2018,1,"7,423.80"
"6,808.90","7,423.80","7,432.90","6,726.90",239.51,4,4,2018,2,"6,808.70"
"6,782.00","6,808.70","6,918.20","6,592.50",221.7,5,4,2018,3,"6,783.70"
"6,624.30","6,783.70","6,859.70","6,523.40",174.9,6,4,2018,4,"6,624.50"
"6,905.70","6,624.50","7,071.90","6,616.10",177.1,7,4,2018,5,"6,905.90"
"7,030.50","6,905.90","7,113.40","6,903.90",132.51,8,4,2018,6,"7,035.70"
"6,781.90","7,035.70","7,192.50","6,633.20",241.19,9,4,2018,0,"6,782.60"
"6,854.80","6,782.60","6,899.50","6,671.60",134.23,10,4,2018,1,"6,855.60"
"6,962.10","6,855.60","6,988.60","6,818.40",142.07,11,4,2018,2,"6,963.30"
"7,926.60","6,963.30","8,009.60","6,779.30",398.3,12,4,2018,3,"7,926.90"
"7,887.40","7,926.90","8,228.00","7,756.60",296.95,13,4,2018,4,"7,891.10"
"8,004.40","7,891.10","8,180.20","7,839.30",164.71,14,4,2018,5,"8,004.60"
"8,363.60","8,004.60","8,411.50","8,004.60",160.26,15,4,2018,6,"8,362.20"
"8,070.00","8,362.20","8,412.90","7,908.50",197.7,16,4,2018,0,"8,070.00"
"7,908.60","8,070.00","8,171.70","7,852.80",162.59,17,4,2018,1,"7,908.50"
"8,178.40","7,908.50","8,227.60","7,895.30",163.26,18,4,2018,2,"8,179.00"
"8,290.80","8,179.00","8,303.70","8,126.70",155.08,19,4,2018,3,"8,292.30"
"8,867.00","8,292.30","8,926.20","8,224.50",225.96,20,4,2018,4,"8,867.00"
"8,923.10","8,867.00","9,027.70","8,614.50",206.01,21,4,2018,5,"8,923.60"
"8,806.70","8,923.60","9,022.30","8,766.50",161.89,22,4,2018,6,"8,809.30"
"8,952.80","8,809.30","9,001.00","8,785.30",147.54,23,4,2018,0,"8,952.70"
"9,645.30","8,952.70","9,734.80","8,937.00",260.79,24,4,2018,1,"9,645.00"
"8,873.10","9,645.00","9,753.10","8,768.10",395.67,25,4,2018,2,"8,874.50"
"9,287.00","8,874.50","9,303.60","8,669.80",248.39,26,4,2018,3,"9,282.80"
"8,940.90","9,282.80","9,386.30","8,920.20",184.91,27,4,2018,4,"8,940.80"
"9,352.40","8,940.80","9,428.90","8,895.50",199.78,28,4,2018,5,"9,352.20"
"9,415.10","9,352.20","9,565.10","9,182.80",184.72,29,4,2018,6,"9,415.80"
"9,245.10","9,415.80","9,456.70","9,135.40",156.83,30,4,2018,0,"9,245.10"
"9,074.90","9,245.10","9,245.10","8,851.00",173.35,1,5,2018,1,"9,076.80"
"9,243.20","9,076.80","9,265.70","8,991.90",137.48,2,5,2018,2,"9,244.20"
"9,749.70","9,244.20","9,809.40","9,171.40",201.18,3,5,2018,3,"9,747.60"
"9,708.60","9,747.60","9,800.90","9,549.00",161.55,4,5,2018,4,"9,709.50"
"9,853.50","9,709.50","9,992.80","9,691.30",158.45,5,5,2018,5,"9,859.60"
"9,656.40","9,859.60","9,957.70","9,446.70",150.95,6,5,2018,6,"9,651.10"
"9,431.60","9,651.10","9,675.60","9,204.20",165.08,7,5,2018,0,"9,373.90"
"9,196.40","9,373.90","9,404.40","9,079.80",157.45,8,5,2018,1,"9,194.90"
"9,319.10","9,194.90","9,377.90","8,988.00",147.89,9,5,2018,2,"9,319.20"
"9,025.70","9,319.20","9,393.30","9,013.40",152.71,10,5,2018,3,"9,026.00"
"8,408.30","9,026.00","9,028.70","8,359.60",270.62,11,5,2018,4,"8,409.60"
"8,459.50","8,409.60","8,646.10","8,184.10",210.87,12,5,2018,5,"8,489.10"
"8,693.50","8,489.10","8,758.40","8,330.00",149.8,13,5,2018,6,"8,693.40"
"8,674.10","8,693.40","8,878.30","8,305.10",212.05,14,5,2018,0,"8,674.00"
"8,477.00","8,674.00","8,842.10","8,436.50",179.62,15,5,2018,1,"8,477.00"
"8,344.40","8,477.00","8,496.40","8,120.10",188.03,16,5,2018,2,"8,344.60"
"8,063.00","8,344.60","8,458.70","8,022.30",154.36,17,5,2018,3,"8,064.40"
"8,245.70","8,064.40","8,273.60","7,939.80",150.32,18,5,2018,4,"8,244.70"
"8,245.10","8,244.70","8,389.10","8,153.20",107.89,19,5,2018,5,"8,243.90"
"8,529.00","8,243.90","8,580.40","8,184.70",113.76,20,5,2018,6,"8,529.50"
"8,403.30","8,529.50","8,550.60","8,375.50",115.52,21,5,2018,0,"8,403.80"
"8,006.00","8,403.80","8,414.50","7,979.30",137.51,22,5,2018,1,"8,005.70"
"7,512.30","8,005.70","8,047.40","7,467.60",237.6,23,5,2018,2,"7,512.30"
"7,592.90","7,512.30","7,736.60","7,293.40",211.11,24,5,2018,3,"7,593.90"
"7,477.70","7,593.90","7,653.40","7,355.60",161.82,25,5,2018,4,"7,478.50"
"7,361.30","7,478.50","7,619.30","7,331.50",103.07,26,5,2018,5,"7,361.90"
"7,366.70","7,361.90","7,411.80","7,267.50",103.29,27,5,2018,6,"7,367.30"
"7,119.30","7,367.30","7,446.90","7,090.60",152.29,28,5,2018,0,"7,119.30"
"7,467.70","7,119.30","7,533.00","7,069.80",186.97,29,5,2018,1,"7,469.20"
"7,400.10","7,469.20","7,565.20","7,306.80",140.37,30,5,2018,2,"7,400.80"
"7,502.60","7,400.80","7,611.90","7,355.00",144.52,31,5,2018,3,"7,502.50"
"7,530.80","7,502.50","7,610.40","7,375.80",135.92,1,6,2018,4,"7,530.80"
"7,646.60","7,530.80","7,694.50","7,467.90",121.18,2,6,2018,5,"7,646.60"
"7,729.30","7,646.60","7,775.00","7,611.30",116.68,3,6,2018,6,"7,729.30"
"7,504.30","7,729.30","7,759.90","7,468.40",141.01,4,6,2018,0,"7,507.40"
"7,631.50","7,507.40","7,672.60","7,391.00",145.23,5,6,2018,1,"7,631.50"
"7,661.00","7,631.50","7,699.10","7,504.40",130.66,6,6,2018,2,"7,661.00"
"7,697.80","7,661.00","7,754.70","7,657.70",124,7,6,2018,3,"7,697.90"
"7,622.10","7,697.90","7,710.50","7,556.90",112.88,8,6,2018,4,"7,622.10"
"7,515.80","7,622.10","7,689.00","7,493.30",97.56,9,6,2018,5,"7,515.80"
"6,775.10","7,515.80","7,516.30","6,668.10",275.69,10,6,2018,6,"6,775.20"
"6,885.90","6,775.20","6,910.80","6,657.20",174.88,11,6,2018,0,"6,885.90"
"6,558.20","6,885.90","6,887.20","6,476.00",178.26,12,6,2018,1,"6,558.50"
"6,312.30","6,558.50","6,624.60","6,129.10",237.48,13,6,2018,2,"6,312.30"
"6,647.10","6,312.30","6,711.50","6,283.60",201.54,14,6,2018,3,"6,647.30"
"6,410.30","6,647.30","6,655.80","6,395.70",143.53,15,6,2018,4,"6,410.00"
"6,505.80","6,410.00","6,564.20","6,358.00",108.79,16,6,2018,5,"6,505.80"
"6,460.30","6,505.80","6,593.00","6,452.10",90.67,17,6,2018,6,"6,460.50"
"6,719.80","6,460.50","6,794.50","6,410.90",135.7,18,6,2018,0,"6,719.80"
"6,752.40","6,719.80","6,839.50","6,681.50",120.54,19,6,2018,1,"6,752.30"
"6,765.40","6,752.30","6,812.70","6,575.10",121.48,20,6,2018,2,"6,765.80"
"6,728.00","6,765.80","6,797.50","6,695.10",99.29,21,6,2018,3,"6,728.20"
"6,055.70","6,728.20","6,739.70","5,955.00",278.22,22,6,2018,4,"6,055.20"
"6,167.30","6,055.20","6,259.00","6,032.80",142.9,23,6,2018,5,"6,167.90"
"6,154.60","6,167.90","6,248.30","5,785.30",240.6,24,6,2018,6,"6,155.10"
"6,256.60","6,155.10","6,331.20","6,101.70",210.69,25,6,2018,0,"6,256.90"
"6,082.10","6,256.90","6,267.70","6,060.00",176.66,26,6,2018,1,"6,081.10"
"6,154.90","6,081.10","6,187.30","6,025.40",133.42,27,6,2018,2,"6,154.90"
"5,883.50","6,154.90","6,178.40","5,854.00",156.05,28,6,2018,3,"5,883.20"
"6,213.30","5,883.20","6,284.90","5,818.50",206.96,29,6,2018,4,"6,213.40"
"6,398.90","6,213.40","6,498.50","6,204.00",189.33,30,6,2018,5,"6,398.50"
"6,366.80","6,398.50","6,445.10","6,284.70",128.51,1,7,2018,6,"6,349.10"
"6,619.50","6,349.10","6,680.00","6,275.00",179.92,2,7,2018,0,"6,618.60"
"6,513.50","6,618.60","6,676.60","6,513.50",150.19,3,7,2018,1,"6,513.80"
"6,598.40","6,513.80","6,774.50","6,442.30",143.04,4,7,2018,2,"6,598.00"
"6,546.50","6,598.00","6,693.60","6,466.10",166.18,5,7,2018,3,"6,546.50"
"6,617.70","6,546.50","6,638.20","6,458.30",132.69,6,7,2018,4,"6,617.70"
"6,765.50","6,617.70","6,805.90","6,531.10",114.57,7,7,2018,5,"6,765.40"
"6,714.80","6,765.40","6,784.00","6,694.30",267.6,8,7,2018,6,"6,715.10"
"6,667.10","6,715.10","6,793.80","6,637.70",289.48,9,7,2018,0,"6,668.40"
"6,307.20","6,668.40","6,686.80","6,291.50",315.27,10,7,2018,1,"6,307.20"
"6,389.10","6,307.20","6,409.70","6,296.60",243.82,11,7,2018,2,"6,389.10"
"6,250.60","6,389.10","6,389.40","6,088.80",289.24,12,7,2018,3,"6,250.80"
"6,230.20","6,250.80","6,333.80","6,144.50",233.22,13,7,2018,4,"6,229.50"
"6,254.80","6,229.50","6,313.50","6,192.50",243.71,14,7,2018,5,"6,254.80"
"6,362.90","6,254.80","6,399.60","6,238.50",180.67,15,7,2018,6,"6,362.80"
"6,729.90","6,362.80","6,749.20","6,344.10",312.12,16,7,2018,0,"6,729.80"
"7,322.00","6,729.80","7,453.20","6,666.00",337.75,17,7,2018,1,"7,321.60"
"7,383.60","7,321.60","7,581.20","7,249.30",333.32,18,7,2018,2,"7,383.90"
"7,477.50","7,383.90","7,558.40","7,288.80",247.25,19,7,2018,3,"7,477.60"
"7,339.40","7,477.60","7,683.60","7,292.00",258.85,20,7,2018,4,"7,339.30"
"7,408.70","7,339.30","7,460.80","7,223.50",160.77,21,7,2018,5,"7,409.00"
"7,412.30","7,409.00","7,575.30","7,343.70",204.16,22,7,2018,6,"7,412.40"
"7,723.00","7,412.40","7,809.60","7,379.20",272.15,23,7,2018,0,"7,723.10"
"8,407.00","7,723.10","8,479.80","7,701.90",345.32,24,7,2018,1,"8,404.90"
"8,173.70","8,404.90","8,484.60","8,062.10",269.23,25,7,2018,2,"8,173.90"
"7,937.00","8,173.90","8,304.30","7,861.00",235.45,26,7,2018,3,"7,936.90"
"8,187.40","7,936.90","8,273.80","7,808.30",243.22,27,7,2018,4,"8,186.80"
"8,234.10","8,186.80","8,234.10","8,077.40",147.14,28,7,2018,5,"8,231.50"
"8,215.60","8,231.50","8,275.40","8,113.30",155.24,29,7,2018,6,"8,214.70"
"8,177.10","8,214.70","8,262.00","7,874.40",242.21,30,7,2018,0,"8,176.40"
"7,729.40","8,176.40","8,176.50","7,649.80",266.94,31,7,2018,1,"7,728.50"
"7,606.40","7,728.50","7,753.20","7,449.20",237.69,1,8,2018,2,"7,606.40"
"7,535.60","7,606.40","7,701.40","7,470.60",216.34,2,8,2018,3,"7,535.60"
"7,419.00","7,535.60","7,535.60","7,293.50",226.46,3,8,2018,4,"7,418.90"
"7,014.30","7,418.90","7,484.20","6,949.70",222.57,4,8,2018,5,"7,014.00"
"7,027.10","7,014.00","7,087.60","6,887.90",177.64,5,8,2018,6,"7,027.80"
"6,943.60","7,027.80","7,143.60","6,852.50",168.87,6,8,2018,0,"6,943.60"
"6,724.90","6,943.60","7,149.70","6,689.90",232.48,7,8,2018,1,"6,725.20"
"6,283.60","6,725.20","6,725.20","6,138.80",311.54,8,8,2018,2,"6,283.70"
"6,538.80","6,283.70","6,620.20","6,197.00",237.66,9,8,2018,3,"6,539.50"
"6,152.30","6,539.50","6,570.20","6,043.40",298.82,10,8,2018,4,"6,152.80"
"6,231.60","6,152.80","6,469.60","6,009.80",247.34,11,8,2018,5,"6,232.10"
"6,313.00","6,232.10","6,453.00","6,169.80",216.33,12,8,2018,6,"6,313.00"
"6,255.30","6,313.00","6,524.10","6,159.60",234.09,13,8,2018,0,"6,255.30"
"6,190.20","6,255.30","6,255.30","5,898.30",3.66M,14,8,2018,1,"6,190.20"
"6,256.90","6,190.20","6,592.80","6,177.90",3.74M,15,8,2018,2,"6,256.90"
"6,306.70","6,256.90","6,470.90","6,249.80",3.50M,16,8,2018,3,"6,306.70"
"6,581.70","6,306.70","6,581.70","6,291.80",3.20M,17,8,2018,4,"6,581.80"
"6,379.10","6,581.80","6,626.40","6,295.50",3.15M,18,8,2018,5,"6,379.10"
"6,481.50","6,379.10","6,534.80","6,316.00",2.71M,19,8,2018,6,"6,474.20"
"6,268.10","6,474.20","6,516.40","6,255.90",3.10M,20,8,2018,0,"6,268.10"
"6,482.20","6,268.10","6,484.10","6,257.40",1.46M,21,8,2018,1,"6,482.20"
"6,359.60","6,482.20","6,840.80","6,304.80",3.63M,22,8,2018,2,"6,359.90"
"6,521.20","6,359.90","6,550.20","6,359.20",2.76M,23,8,2018,3,"6,521.20"
"6,680.40","6,521.20","6,721.20","6,472.80",3.70M,24,8,2018,4,"6,680.60"
"6,734.80","6,680.60","6,783.40","6,655.30",3.59M,25,8,2018,5,"6,734.90"
"6,712.70","6,734.90","6,892.70","6,573.10",3.37M,26,8,2018,6,"6,712.70"
"6,897.60","6,712.70","6,902.90","6,650.40",3.26M,27,8,2018,0,"6,897.60"
"7,074.60","6,897.60","7,129.70","6,861.20",3.79M,28,8,2018,1,"7,074.60"
"7,029.10","7,074.60","7,121.40","6,926.70",4.11M,29,8,2018,2,"7,029.20"
"6,993.70","7,029.20","7,050.20","6,798.00",3.74M,30,8,2018,3,"6,993.70"
"7,033.80","6,993.70","7,080.20","6,698.00",4.21M,31,8,2018,4,"7,032.40"
"7,189.60","7,032.40","7,264.30","7,020.40",3.52M,1,9,2018,5,"7,189.60"
"7,293.90","7,189.60","7,334.80","7,117.30",3.90M,2,9,2018,6,"7,289.80"
"7,264.20","7,289.80","7,330.70","7,182.80",3.87M,3,9,2018,0,"7,264.20"
"7,377.50","7,264.20","7,409.90","7,234.50",3.92M,4,9,2018,1,"7,377.50"
"6,706.80","7,377.50","7,407.50","6,691.80",4.55M,5,9,2018,2,"6,706.80"
"6,514.00","6,706.80","6,732.90","6,337.80",4.02M,6,9,2018,3,"6,514.10"
